bc,ac,tbv,tav,time,mp
5820581.46,228310345.57,688820.46,364586.00,1659658835975,23.39
5825145.05,228333159.95,689015.40,365560.52,1659658838991,23.39
5802538.75,228316484.73,688407.42,365124.67,1659659433172,23.32
5799694.97,228298891.08,688285.37,364370.92,1659659435709,23.32
4707847.70,227407683.81,640613.23,326598.30,1659660031681,23.39
5721297.18,228325047.84,684661.88,365545.42,1659660628706,23.28
5706233.43,228331163.64,684011.54,365808.27,1659660631708,23.28
5701974.55,228321105.08,684549.39,365940.29,1659661233480,23.14
5721689.94,228312702.21,684734.63,365081.00,1659661835018,23.29
5723161.50,228307935.70,684797.71,364876.43,1659661838606,23.29
5688628.70,228298679.90,683436.29,364567.12,1659662443452,23.27
5650380.29,228285434.24,681791.07,364002.16,1659662446303,23.26
5676798.13,228319888.65,682928.73,365480.85,1659662449171,23.26
4703439.64,227370814.50,640620.95,325200.01,1659663059382,23.27
6723162.49,228346156.67,728065.94,366275.58,1659663669580,23.31
6718828.90,228343311.81,727879.34,366150.80,1659663672205,23.31
6729068.55,228319563.61,726807.00,364309.39,1659664284594,23.57
6761005.59,228323911.89,727225.07,363820.52,1659664898056,23.74
6759593.23,228358337.19,727207.39,365334.80,1659665512598,23.7
6793680.67,228324526.44,728322.70,363751.23,1659666127175,23.76
6777887.33,228289911.33,727324.58,362113.19,1659666744265,23.81
6791481.54,228303877.45,727836.62,362663.12,1659667362778,23.83
6808000.22,228309573.63,728210.16,362751.64,1659667982370,23.87
6782503.14,228297068.49,727379.40,362423.03,1659668604824,23.81
6794490.82,228334050.49,728035.78,363976.12,1659669227038,23.8
6801262.74,228333828.41,728009.70,363936.57,1659669850843,23.85
6799394.00,228272708.92,727717.39,361224.27,1659670475977,23.89
6772156.37,228327156.22,726542.42,363489.51,1659671102510,23.88
6781283.92,228204073.84,726661.62,358002.10,1659671730210,23.98
6771887.62,228455088.39,725903.25,368269.98,1659672359102,23.97
6769880.19,228444523.40,725839.93,367829.48,1659672362677,23.97
6767909.56,228427374.89,725757.47,367114.40,1659672365708,23.97
6775782.55,228484892.14,725994.49,369414.41,1659672999959,24.01
6778397.94,228494469.41,726103.60,369813.21,1659673002098,24.01
6801206.57,228478176.33,727054.48,369135.43,1659673005189,24
7056007.00,228420391.06,738094.75,366942.30,1659673642599,23.97
7058561.59,228427257.84,738196.38,367221.63,1659673645366,23.98
6978310.76,228647381.55,735771.97,376202.21,1659674285887,23.91
6970111.26,228646174.35,735427.82,376151.81,1659674288736,23.91
5846778.52,228582815.17,688353.13,374098.53,1659674930621,23.87
7036877.25,228621161.34,738415.75,375587.12,1659675574667,23.87
7033570.99,228755830.29,738497.93,381493.01,1659676218402,23.81
7056105.79,228640974.36,739440.78,376672.76,1659676221165,23.82
7053148.65,228540974.82,739238.09,372434.19,1659676866744,23.84
7059560.17,228527442.12,739504.94,371865.79,1659676869808,23.84
7035222.45,228568188.65,738606.52,373700.59,1659677518559,23.8
7054832.47,228551385.73,739431.81,372993.80,1659677521696,23.8
7037358.59,228524546.39,738691.67,371873.18,1659677524765,23.81
7018648.66,228512527.91,738315.74,371545.95,1659678178087,23.74
7047950.17,228437087.24,738788.95,367976.07,1659678834575,23.89
4989163.89,227499717.34,651407.94,328893.33,1659679490384,24.09
7162902.46,228731021.55,744428.75,379903.46,1659680145918,24.02
7131840.38,228743567.07,743158.68,380449.88,1659680896931,23.98
7124929.58,228745229.32,742858.45,380515.11,1659680900380,24
7127880.48,228755425.99,742983.31,380940.85,1659680902819,23.99
5076442.53,227485392.52,656734.13,328606.99,1659681565388,23.95
7130535.55,228753081.65,743316.78,381107.01,1659682229036,23.93
7097002.51,228701174.42,741976.00,378452.34,1659682893750,24.02
7140560.18,228701095.79,743819.91,378785.18,1659683559631,23.94
7120296.85,228692714.19,743268.84,378604.87,1659684225933,23.92
7124433.58,228694463.96,743442.13,378678.26,1659684228614,23.92
7099524.45,228699324.08,742285.78,378887.14,1659684899314,23.88
7115702.22,228658103.33,742993.41,377176.24,1659685570101,23.91
7141031.39,228649724.12,744378.79,376981.45,1659686243378,23.87
7097388.19,228610491.72,742144.74,375088.82,1659686917292,23.95
6053051.95,228492289.60,698469.05,370674.84,1659687592709,23.8
7481925.71,228656534.02,759391.31,377214.34,1659688269607,23.84
7452008.73,228686419.07,758397.55,378649.24,1659688947205,23.79
7461753.74,228678458.11,758808.67,378314.80,1659688950261,23.79
7461130.19,228673846.50,758968.85,378165.45,1659689631771,23.77
7481147.36,228659010.18,759757.81,377437.88,1659690312669,23.8
7455718.16,228580901.02,758044.51,373692.93,1659690996505,23.9
7452757.53,228584630.17,757920.95,373849.39,1659690998697,23.89
7503544.40,228604637.30,760037.07,374754.37,1659691684871,23.89
7496136.58,228604637.03,759726.45,374754.37,1659691687879,23.89
7496182.84,228604637.03,759728.37,374754.37,1659691693941,23.89
7519139.51,228395564.55,758871.89,364996.04,1659692384181,24.17
7536921.18,228355056.35,760052.40,363611.16,1659693075686,24.1
7515300.49,228408024.01,759401.57,365949.47,1659693769549,24.06
7635644.06,228382294.33,764320.58,364819.62,1659694462962,24.07
7591487.86,228345449.72,762132.34,363139.37,1659695159287,24.14
7587064.48,228360808.47,761674.10,363566.70,1659695856254,24.17
7587321.11,228391011.34,761684.77,364813.22,1659695858906,24.17
7588059.37,228385858.15,761715.16,364600.10,1659695861586,24.17
7588059.37,228392701.05,761715.16,364884.45,1659695864627,24.17
7613106.60,228369535.31,762535.46,363769.99,1659696568466,24.2
7600092.30,228415552.80,762021.25,365671.31,1659697274045,24.21
7568834.33,228377953.08,760759.80,364133.57,1659697277217,24.2
7596298.21,228367791.04,761375.14,363750.43,1659697985285,24.28
7694680.73,228385838.00,764627.67,363887.70,1659698694972,24.39
7672120.06,227871703.14,762956.86,342472.91,1659699406492,24.53
7747940.21,228090234.36,765516.88,350835.16,1659700118866,24.62
7739839.69,227899016.71,764585.77,342838.49,1659700833964,24.7
7695845.38,227848123.14,763293.43,341136.63,1659701548753,24.55
7706523.84,227830001.56,763847.00,340722.37,1659702265669,24.52
7716179.84,227824231.62,764281.62,340486.72,1659702269069,24.53
7633290.40,227734507.22,762409.71,337276.20,1659702987287,24.35
7613904.89,227669432.25,761756.62,334614.41,1659702990338,24.35
7615385.38,227707438.32,762175.82,336741.75,1659703712304,24.2
7615171.01,227700901.78,762176.84,336425.97,1659704435315,24.31
7616996.42,227713530.39,762151.95,336945.73,1659704438489,24.31
7646952.39,227745537.21,763386.12,338235.25,1659704441302,24.32
7653604.07,227706847.63,763651.95,336598.51,1659704447833,24.33
7634150.54,227732215.23,762849.82,337641.68,1659704449158,24.33
7630466.60,227679947.56,763663.98,335990.91,1659705179409,24.12
4926785.71,226360726.73,649480.76,281891.91,1659705910315,24.32
5784761.19,227616253.01,684880.89,332316.41,1659706643813,24.39
5812879.61,227629414.95,686185.59,332606.25,1659707379664,24.37
5807106.65,227564028.54,685928.74,329928.02,1659707382491,24.4
5659670.80,227966001.71,679667.28,346863.88,1659708122108,24.35
5714008.22,227265004.80,680929.55,317170.11,1659708863066,24.68
5772488.44,227840492.90,683231.43,340875.96,1659709604861,24.5
5762117.25,227849188.19,682808.35,341231.83,1659709607596,24.49
5728196.92,227798918.70,681421.63,339181.10,1659709610544,24.5
5803263.13,227847253.72,684531.78,341425.57,1659710356594,24.5
5846600.38,227829544.43,686408.80,340849.45,1659711102681,24.43
5831394.87,227829354.95,685781.65,340845.12,1659711105681,24.45
5822561.34,227780217.63,685846.93,339129.63,1659711855993,24.4
5830842.45,227780058.71,686186.70,339122.51,1659711858772,24.4
5830842.45,227778655.42,686186.70,339065.00,1659711861765,24.4
5829962.56,227782200.59,686150.60,339210.29,1659711865803,24.4
5819176.27,227788868.96,685748.24,339531.00,1659712623858,24.39
5772299.19,227756192.03,684705.98,339080.18,1659713382226,24.17
5775988.65,227756276.80,684859.19,339082.93,1659713385072,24.17
5796486.74,227627940.15,685469.52,333391.76,1659714148527,24.24
5827102.44,227654365.81,687006.31,335656.56,1659714912088,24.27
5728965.09,227601493.56,683321.29,333654.55,1659715677418,24.2
5721951.48,227591653.71,683030.87,333248.77,1659715679452,24.2
5779095.25,227633534.84,685192.89,334759.14,1659716446253,24.3
5735091.80,227648329.93,683828.00,334617.70,1659717214548,24.12
5781044.13,227665999.02,685655.81,335272.61,1659717984034,24.18
5853395.98,227619226.96,688445.49,333267.75,1659718754958,24.24
5846794.50,227604883.78,687865.88,332425.62,1659719527464,24.29
5775811.47,227615975.50,685396.46,333369.24,1659720301292,24.19
5779306.15,227629861.29,685541.20,333942.48,1659720303199,24.18
5769277.58,227622125.12,685128.68,333633.62,1659720305892,24.17
5797964.18,227597661.28,686253.66,332741.54,1659721218479,24.18
5806506.07,227599518.37,686607.16,332818.31,1659721221455,24.18
5794557.57,227601977.85,686111.91,332919.69,1659721224399,24.19
4979222.65,226363386.13,652137.39,282800.88,1659722007217,24.13
5768116.93,227595313.98,685134.35,332722.80,1659722791057,24.18
5778843.74,227566807.22,685769.71,331854.79,1659723575476,24.12
5776965.96,227571853.20,685691.80,332063.70,1659723578118,24.12
5743626.04,227574598.32,684307.97,332177.31,1659723581950,24.13
5682616.45,227535803.33,681223.76,331420.69,1659724370392,24.06
5679966.44,227555578.59,681120.56,332131.45,1659725158871,24.1
5678428.88,227535234.73,681055.57,331287.76,1659725162280,24.1
5678428.88,227549293.70,681055.57,331871.16,1659725165622,24.1
5686421.51,227550980.70,681387.35,331941.16,1659725167907,24.1
5619821.01,227572900.67,679448.89,333052.32,1659725966251,24.03
5682029.91,227541555.57,682081.67,331960.48,1659725968209,24
5679491.63,227519782.10,681451.20,330468.90,1659726766816,24.17
5762176.20,227520612.85,684302.68,330418.08,1659727566684,24.17
5822159.90,227568660.99,686669.08,332310.17,1659728369803,24.16
5774403.79,227585746.76,684664.31,332991.73,1659729173413,24.18
5778324.05,227574065.55,684883.96,332541.18,1659729980382,24.15
5810432.77,227590764.63,686215.34,333234.22,1659729982304,24.16
5810658.74,227579498.67,686224.64,332768.38,1659729985156,24.15
5874939.21,227606499.28,689205.75,333419.34,1659730796114,24.22
5844716.94,227545218.19,687665.55,330645.85,1659731607535,24.33
5827549.58,227603133.34,686699.02,332603.85,1659732419870,24.37
5886584.61,227613754.92,689090.77,333136.27,1659733232813,24.36
5922208.65,227643712.28,690074.46,333859.46,1659734048656,24.45
5909361.01,227574871.33,688932.12,330481.81,1659734867232,24.62
5788576.03,227613841.65,684290.12,332423.06,1659735687065,24.47
5778333.03,227611388.82,683871.06,332323.18,1659735690492,24.47
5814125.41,227599840.74,685201.10,331674.45,1659736515544,24.52
5827441.65,227601591.25,685057.85,331666.31,1659737458079,24.61
5892490.58,227592876.29,687609.63,331164.73,1659738283264,24.62
4710959.45,227541144.59,639350.63,329241.76,1659739111073,24.6
5945530.23,227583549.06,689191.70,330185.25,1659739941741,24.8
5954450.45,227544853.21,689086.57,328216.91,1659740773211,24.9
5911468.97,227577917.78,687356.14,329527.35,1659740776246,24.89
5906009.66,227584808.71,687137.31,329805.40,1659740779296,24.89
5930210.15,227564700.20,688114.63,329004.23,1659740782924,24.88
5946131.27,227567061.26,688755.08,329110.83,1659740785769,24.88
5937088.05,227582351.13,688391.63,329629.99,1659740788442,24.89
5851156.57,227590238.53,685239.67,330426.06,1659741633408,24.78
5857327.86,227578700.67,685488.98,329960.74,1659741636437,24.78
5838037.34,227589247.92,684709.89,330385.91,1659741639654,24.78
5869086.82,227608280.00,685645.47,330714.38,1659742488148,24.91
5928716.40,227707731.02,688084.78,334368.81,1659743339411,24.86
5892097.03,227554514.19,686287.58,329213.59,1659744190521,24.98
5871966.32,227331420.11,685665.39,320879.48,1659745041941,24.89
5867342.76,227333690.97,685479.48,320970.64,1659745045091,24.89
5939115.67,227342293.81,688021.65,321023.62,1659745900788,24.95
5926300.69,227343196.28,687505.10,321055.45,1659745903698,24.96
5953350.16,227354389.92,688590.70,321505.37,1659745906652,24.96
5871917.55,227300005.33,685150.87,319323.88,1659746768789,24.94
5871343.04,227292628.87,685127.82,319028.58,1659746771892,24.94
5860974.77,227316817.04,685422.32,320835.34,1659747636468,24.75
5848545.19,227329245.08,684925.05,321338.15,1659747639524,24.73
5863342.36,227332968.05,685524.96,321489.14,1659747642549,24.73
5946501.79,227373939.92,688168.16,322054.63,1659748512614,24.98
5840120.85,227455175.66,683043.98,324207.30,1659749384856,25.23
5839358.69,227473661.66,683279.99,324986.65,1659750257443,25.11
5842808.76,227461546.01,683417.52,324504.62,1659750260545,25.11
5844294.78,227436146.00,683470.69,323495.15,1659750263330,25.13
5817874.21,227441761.52,682416.93,323717.33,1659750266698,25.13
5912317.11,227526431.42,686578.74,327882.52,1659751147814,24.99
5909687.67,227521917.60,686469.96,327717.37,1659751150868,25
5788963.20,227541469.99,681777.49,328494.77,1659751154115,24.96
5931139.40,227483787.50,686978.93,326445.30,1659752040154,25.16
5875458.39,227500211.09,684823.39,327181.12,1659752930899,25.11
5850680.41,227501947.46,683835.81,327250.55,1659752932364,25.11
5855880.21,227510639.18,684043.14,327596.79,1659752935743,25.1
5831221.08,227424924.49,683441.01,324630.43,1659753830989,25.01
5834676.28,227379604.66,683578.94,322822.11,1659753834069,25.02
5860359.07,227461285.36,684609.99,326082.04,1659753837035,25.02
5847204.20,227440575.44,683879.13,325239.09,1659754737653,25.06
5845438.93,227408324.82,683780.24,323865.04,1659755778454,25.01
5894107.10,227396886.34,685862.93,323526.43,1659756682664,25.01
5868571.84,227400651.40,684841.00,323677.35,1659756686033,25.01
5882865.99,227400653.30,685412.93,323677.43,1659756688962,25.01
5851990.62,227404044.87,684176.97,323813.06,1659756692144,25.01
5885576.60,227406536.24,685521.40,323912.44,1659756694599,25.01
5858499.90,227469841.48,684472.31,326501.86,1659757610057,24.99
5860031.55,227461178.25,684534.36,326154.67,1659757613431,24.99
5840298.29,227458863.69,683744.34,326061.65,1659757616163,24.99
5840404.60,227437762.66,683730.51,325243.88,1659758537374,24.99
5859411.27,227413737.10,684490.33,324281.84,1659758540543,24.99
